Region_code,Price,Property_type,Bedrooms_str,Year,Month_name,Day_name,Price_per_bedrooms
2615,425000,house,Three_bedrooms,2011,August,Wednesday,141667.0
2617,520000,house,Four_bedrooms,2011,August,Wednesday,130000.0
2602,640000,house,Three_bedrooms,2011,August,Wednesday,213333.0
2617,650000,house,Four_bedrooms,2011,August,Wednesday,162500.0
2600,882500,house,Three_bedrooms,2011,August,Wednesday,294167.0
2617,473000,house,Three_bedrooms,2011,August,Thursday,157667.0
2914,505000,house,Three_bedrooms,2011,August,Thursday,168333.0
2611,520000,house,Three_bedrooms,2011,August,Thursday,173333.0
2612,600000,house,Three_bedrooms,2011,August,Thursday,200000.0
2614,652500,house,Three_bedrooms,2011,August,Thursday,217500.0
2905,505000,house,Four_bedrooms,2011,August,Friday,126250.0
2614,595500,house,Three_bedrooms,2011,August,Friday,198500.0
2914,619950,house,Four_bedrooms,2011,August,Friday,154988.0
2604,649000,house,Four_bedrooms,2011,August,Friday,162250.0
2612,815000,house,Four_bedrooms,2011,August,Friday,203750.0
2913,395000,house,Three_bedrooms,2011,August,Saturday,131667.0
2604,610000,house,Three_bedrooms,2011,August,Saturday,203333.0
2605,650000,house,Four_bedrooms,2011,August,Saturday,162500.0
2602,791000,house,Three_bedrooms,2011,August,Saturday,263667.0
2602,800000,house,Five_bedrooms,2011,August,Saturday,160000.0
2602,1000000,house,Four_bedrooms,2011,August,Saturday,250000.0
2905,445000,house,Three_bedrooms,2011,August,Monday,148333.0
2617,455000,house,Three_bedrooms,2011,August,Monday,151667.0
2611,457500,house,Four_bedrooms,2011,August,Monday,114375.0
2905,475000,house,Three_bedrooms,2011,August,Monday,158333.0
2914,520000,house,Four_bedrooms,2011,August,Monday,130000.0
2615,327000,house,Three_bedrooms,2011,August,Tuesday,109000.0
2615,432000,house,Four_bedrooms,2011,August,Tuesday,108000.0
2905,435000,house,Three_bedrooms,2011,August,Tuesday,145000.0
2615,565000,house,Four_bedrooms,2011,August,Tuesday,141250.0
2611,755000,house,Four_bedrooms,2011,August,Tuesday,188750.0
2605,830000,house,Four_bedrooms,2011,August,Tuesday,207500.0
2617,372000,house,One_bedrooms,2011,August,Wednesday,372000.0
2615,530000,house,Four_bedrooms,2011,August,Wednesday,132500.0
2904,575000,house,Five_bedrooms,2011,August,Wednesday,115000.0
2615,360000,house,Three_bedrooms,2011,August,Thursday,120000.0
2615,362000,house,Three_bedrooms,2011,August,Thursday,120667.0
2905,500000,house,Four_bedrooms,2011,August,Thursday,125000.0
2913,579950,house,Four_bedrooms,2011,August,Thursday,144988.0
2615,418000,house,Three_bedrooms,2011,August,Friday,139333.0
2900,435000,house,Two_bedrooms,2011,August,Friday,217500.0
2607,620000,house,Four_bedrooms,2011,August,Friday,155000.0
2906,700000,house,Five_bedrooms,2011,August,Friday,140000.0
2914,864000,house,Five_bedrooms,2011,August,Friday,172800.0
2615,586000,house,Four_bedrooms,2011,August,Saturday,146500.0
2904,670000,house,Four_bedrooms,2011,August,Saturday,167500.0
2611,735000,house,Four_bedrooms,2011,August,Saturday,183750.0
2605,967000,house,Four_bedrooms,2011,August,Saturday,241750.0
2905,440000,house,Three_bedrooms,2011,August,Monday,146667.0
2606,1175000,house,Five_bedrooms,2011,August,Monday,235000.0
2906,370000,house,Three_bedrooms,2011,August,Tuesday,123333.0
2615,380000,house,Three_bedrooms,2011,August,Tuesday,126667.0
2913,390000,house,Two_bedrooms,2011,August,Tuesday,195000.0
2615,550000,house,Four_bedrooms,2011,August,Tuesday,137500.0
2605,600000,house,Three_bedrooms,2011,August,Tuesday,200000.0
2604,820000,house,Three_bedrooms,2011,August,Tuesday,273333.0
2905,370000,house,Three_bedrooms,2011,August,Wednesday,123333.0
2617,517500,house,Four_bedrooms,2011,August,Wednesday,129375.0
2606,650000,house,Three_bedrooms,2011,August,Wednesday,216667.0
2606,685000,house,Four_bedrooms,2011,August,Wednesday,171250.0
2913,720250,house,Five_bedrooms,2011,August,Wednesday,144050.0
2600,930000,house,Three_bedrooms,2011,August,Wednesday,310000.0
2905,425000,house,Three_bedrooms,2011,September,Thursday,141667.0
2614,429000,house,Three_bedrooms,2011,September,Thursday,143000.0
2606,2500000,house,Five_bedrooms,2011,September,Thursday,500000.0
2615,358000,house,Three_bedrooms,2011,September,Friday,119333.0
2905,425000,house,Three_bedrooms,2011,September,Friday,141667.0
2611,458000,house,Three_bedrooms,2011,September,Friday,152667.0
2602,527500,house,Three_bedrooms,2011,September,Friday,175833.0
2903,625000,house,Four_bedrooms,2011,September,Friday,156250.0
2913,372500,house,Three_bedrooms,2011,September,Saturday,124167.0
2905,380000,house,Three_bedrooms,2011,September,Monday,126667.0
2905,427500,house,Three_bedrooms,2011,September,Monday,142500.0
2906,462000,house,Four_bedrooms,2011,September,Monday,115500.0
2617,665000,house,Four_bedrooms,2011,September,Monday,166250.0
2604,695000,house,Three_bedrooms,2011,September,Monday,231667.0
2906,765000,house,Four_bedrooms,2011,September,Monday,191250.0
2902,377000,house,Three_bedrooms,2011,September,Tuesday,125667.0
2614,360000,house,Two_bedrooms,2011,September,Wednesday,180000.0
2614,410000,house,Three_bedrooms,2011,September,Wednesday,136667.0
2614,429000,house,Three_bedrooms,2011,September,Wednesday,143000.0
2614,465000,house,Three_bedrooms,2011,September,Wednesday,155000.0
2615,468000,house,Three_bedrooms,2011,September,Wednesday,156000.0
2912,5425000,house,Four_bedrooms,2011,September,Wednesday,1356250.0
2611,520000,house,Three_bedrooms,2011,September,Thursday,173333.0
2913,745000,house,Four_bedrooms,2011,September,Thursday,186250.0
2905,670000,house,Five_bedrooms,2011,September,Friday,134000.0
2904,782000,house,Five_bedrooms,2011,September,Friday,156400.0
2602,587500,house,Three_bedrooms,2011,September,Saturday,195833.0
2615,439950,house,Three_bedrooms,2011,September,Monday,146650.0
2913,485000,house,Three_bedrooms,2011,September,Monday,161667.0
2615,555000,house,Four_bedrooms,2011,September,Monday,138750.0
2905,645000,house,Three_bedrooms,2011,September,Monday,215000.0
2617,530000,house,Three_bedrooms,2011,September,Tuesday,176667.0
2905,538000,house,Four_bedrooms,2011,September,Tuesday,134500.0
2607,617500,house,Four_bedrooms,2011,September,Tuesday,154375.0
2611,522000,house,Three_bedrooms,2011,September,Wednesday,174000.0
2912,512000,house,Four_bedrooms,2011,September,Thursday,128000.0
2605,595000,house,Three_bedrooms,2011,September,Thursday,198333.0
2611,477000,house,Three_bedrooms,2011,September,Friday,159000.0
2603,1200000,house,Four_bedrooms,2011,September,Friday,300000.0
2913,354000,house,Three_bedrooms,2011,September,Monday,118000.0
2905,415000,house,Three_bedrooms,2011,September,Monday,138333.0
2905,580000,house,Four_bedrooms,2011,September,Monday,145000.0
2914,585000,house,Four_bedrooms,2011,September,Monday,146250.0
2607,604000,house,Four_bedrooms,2011,September,Monday,151000.0
2600,720000,house,Three_bedrooms,2011,September,Monday,240000.0
2602,395000,house,Two_bedrooms,2011,September,Tuesday,197500.0
2617,407000,house,Three_bedrooms,2011,September,Tuesday,135667.0
2905,427000,house,Three_bedrooms,2011,September,Wednesday,142333.0
2914,444000,house,Three_bedrooms,2011,September,Wednesday,148000.0
2905,450000,house,Three_bedrooms,2011,September,Wednesday,150000.0
2905,469950,house,Three_bedrooms,2011,September,Wednesday,156650.0
2614,502000,house,Three_bedrooms,2011,September,Wednesday,167333.0
2607,551000,house,Three_bedrooms,2011,September,Wednesday,183667.0
2615,600000,house,Four_bedrooms,2011,September,Wednesday,150000.0
2900,405000,house,Two_bedrooms,2011,September,Thursday,202500.0
2611,632500,house,Four_bedrooms,2011,September,Thursday,158125.0
2906,390000,house,Three_bedrooms,2011,September,Friday,130000.0
2615,410000,house,Three_bedrooms,2011,September,Friday,136667.0
2611,430000,house,Two_bedrooms,2011,September,Friday,215000.0
2905,490000,house,Three_bedrooms,2011,September,Friday,163333.0
2612,830000,house,Three_bedrooms,2011,September,Friday,276667.0
2905,415000,house,Three_bedrooms,2011,September,Saturday,138333.0
2617,485000,house,Three_bedrooms,2011,September,Saturday,161667.0
2602,501000,house,Three_bedrooms,2011,September,Saturday,167000.0
2914,585000,house,Four_bedrooms,2011,September,Saturday,146250.0
2604,742000,house,Three_bedrooms,2011,September,Saturday,247333.0
2605,835000,house,Four_bedrooms,2011,September,Saturday,208750.0
2603,1250000,house,Three_bedrooms,2011,September,Saturday,416667.0
2612,975000,house,Four_bedrooms,2011,September,Sunday,243750.0
2607,450000,house,Two_bedrooms,2011,September,Monday,225000.0
2900,580000,house,Three_bedrooms,2011,September,Monday,193333.0
2611,470000,house,Three_bedrooms,2011,September,Tuesday,156667.0
2913,580000,house,Four_bedrooms,2011,September,Tuesday,145000.0
2904,612500,house,Four_bedrooms,2011,September,Tuesday,153125.0
2906,753000,house,Four_bedrooms,2011,September,Tuesday,188250.0
2906,390000,house,Three_bedrooms,2011,September,Wednesday,130000.0
2602,675000,house,Four_bedrooms,2011,September,Thursday,168750.0
2605,680000,house,Three_bedrooms,2011,September,Thursday,226667.0
2913,347000,house,Two_bedrooms,2011,September,Friday,173500.0
2615,395000,house,Three_bedrooms,2011,September,Friday,131667.0
2914,399000,house,Three_bedrooms,2011,September,Friday,133000.0
2913,440000,house,Three_bedrooms,2011,September,Friday,146667.0
2913,507500,house,Three_bedrooms,2011,September,Friday,169167.0
2615,605000,house,Four_bedrooms,2011,September,Friday,151250.0
2913,620000,house,Four_bedrooms,2011,September,Friday,155000.0
2913,675000,house,Four_bedrooms,2011,September,Friday,168750.0
2905,476000,house,Four_bedrooms,2011,October,Saturday,119000.0
2913,560000,house,Four_bedrooms,2011,October,Saturday,140000.0
2614,875000,house,Four_bedrooms,2011,October,Saturday,218750.0
2603,1100000,house,Four_bedrooms,2011,October,Saturday,275000.0
2906,415000,house,Three_bedrooms,2011,October,Tuesday,138333.0
2615,447500,house,Three_bedrooms,2011,October,Tuesday,149167.0
2604,490000,house,Three_bedrooms,2011,October,Tuesday,163333.0
2602,525000,house,Three_bedrooms,2011,October,Tuesday,175000.0
2615,530000,house,Four_bedrooms,2011,October,Tuesday,132500.0
2903,675000,house,Five_bedrooms,2011,October,Tuesday,135000.0
2607,777000,house,Five_bedrooms,2011,October,Tuesday,155400.0
2906,385000,house,Three_bedrooms,2011,October,Wednesday,128333.0
2615,422500,house,Three_bedrooms,2011,October,Wednesday,140833.0
2615,426500,house,Three_bedrooms,2011,October,Wednesday,142167.0
2913,455000,house,Three_bedrooms,2011,October,Wednesday,151667.0
2903,598000,house,Four_bedrooms,2011,October,Wednesday,149500.0
2611,617500,house,Four_bedrooms,2011,October,Wednesday,154375.0
2906,630000,house,Five_bedrooms,2011,October,Wednesday,126000.0
2606,2200000,house,Five_bedrooms,2011,October,Wednesday,440000.0
2905,365000,house,Three_bedrooms,2011,October,Thursday,121667.0
2906,397000,house,Three_bedrooms,2011,October,Thursday,132333.0
2611,500000,house,Three_bedrooms,2011,October,Thursday,166667.0
2602,505000,house,Two_bedrooms,2011,October,Thursday,252500.0
2607,550000,house,Three_bedrooms,2011,October,Thursday,183333.0
2606,575000,house,Three_bedrooms,2011,October,Thursday,191667.0
2617,605000,house,Four_bedrooms,2011,October,Thursday,151250.0
2905,625000,house,Four_bedrooms,2011,October,Thursday,156250.0
2905,423000,house,Three_bedrooms,2011,October,Friday,141000.0
2904,540000,house,Five_bedrooms,2011,October,Friday,108000.0
2913,555000,house,Four_bedrooms,2011,October,Friday,138750.0
2615,570000,house,Four_bedrooms,2011,October,Friday,142500.0
2904,700000,house,Four_bedrooms,2011,October,Friday,175000.0
2905,384000,house,Three_bedrooms,2011,October,Saturday,128000.0
2602,665000,house,Three_bedrooms,2011,October,Saturday,221667.0
2902,455000,house,Four_bedrooms,2011,October,Monday,113750.0
2615,372000,house,Two_bedrooms,2011,October,Tuesday,186000.0
2905,399000,house,Three_bedrooms,2011,October,Tuesday,133000.0
2602,577000,house,Three_bedrooms,2011,October,Tuesday,192333.0
2913,662500,house,Four_bedrooms,2011,October,Tuesday,165625.0
2906,375000,house,Three_bedrooms,2011,October,Wednesday,125000.0
2902,400000,house,Three_bedrooms,2011,October,Wednesday,133333.0
2905,405000,house,Three_bedrooms,2011,October,Wednesday,135000.0
2615,420000,house,Four_bedrooms,2011,October,Wednesday,105000.0
2905,443000,house,Three_bedrooms,2011,October,Wednesday,147667.0
2603,490000,house,Two_bedrooms,2011,October,Wednesday,245000.0
2905,505500,house,Four_bedrooms,2011,October,Wednesday,126375.0
2615,361000,house,Three_bedrooms,2011,October,Thursday,120333.0
2906,371000,house,Three_bedrooms,2011,October,Thursday,123667.0
2611,450000,house,Three_bedrooms,2011,October,Thursday,150000.0
2617,610000,house,Four_bedrooms,2011,October,Thursday,152500.0
2602,700000,house,Three_bedrooms,2011,October,Thursday,233333.0
2904,510000,house,Four_bedrooms,2011,October,Friday,127500.0
2605,795000,house,Three_bedrooms,2011,October,Saturday,265000.0
2602,980000,house,Five_bedrooms,2011,October,Saturday,196000.0
2903,440000,house,Three_bedrooms,2011,October,Monday,146667.0
2905,450000,house,Four_bedrooms,2011,October,Monday,112500.0
2615,500000,house,Five_bedrooms,2011,October,Monday,100000.0
2906,405000,house,Three_bedrooms,2011,October,Tuesday,135000.0
2905,409000,house,Three_bedrooms,2011,October,Tuesday,136333.0
2906,429000,house,Four_bedrooms,2011,October,Tuesday,107250.0
2905,435000,house,Three_bedrooms,2011,October,Tuesday,145000.0
2913,475000,house,Four_bedrooms,2011,October,Tuesday,118750.0
2905,483000,house,Three_bedrooms,2011,October,Tuesday,161000.0
2913,770000,house,Four_bedrooms,2011,October,Tuesday,192500.0
2602,930000,house,Four_bedrooms,2011,October,Tuesday,232500.0
2902,385000,house,Three_bedrooms,2011,October,Wednesday,128333.0
2905,389000,house,Three_bedrooms,2011,October,Wednesday,129667.0
2615,460000,house,Three_bedrooms,2011,October,Wednesday,153333.0
2905,475500,house,Three_bedrooms,2011,October,Wednesday,158500.0
2615,480000,house,Four_bedrooms,2011,October,Wednesday,120000.0
2906,520000,house,Four_bedrooms,2011,October,Wednesday,130000.0
2602,525000,house,Two_bedrooms,2011,October,Wednesday,262500.0
2914,703500,house,Five_bedrooms,2011,October,Wednesday,140700.0
2602,900000,house,Three_bedrooms,2011,October,Wednesday,300000.0
2617,350000,house,Three_bedrooms,2011,October,Thursday,116667.0
2615,430000,house,Three_bedrooms,2011,October,Thursday,143333.0
2902,470000,house,Three_bedrooms,2011,October,Thursday,156667.0
2607,528000,house,Three_bedrooms,2011,October,Thursday,176000.0
2617,540000,house,Four_bedrooms,2011,October,Thursday,135000.0
2611,548000,house,Three_bedrooms,2011,October,Friday,182667.0
2602,591500,house,Three_bedrooms,2011,October,Friday,197167.0
2605,770000,house,Three_bedrooms,2011,October,Friday,256667.0
2611,860000,house,Four_bedrooms,2011,October,Friday,215000.0
2605,691000,house,Three_bedrooms,2011,October,Saturday,230333.0
2617,715000,house,Three_bedrooms,2011,October,Saturday,238333.0
2617,363000,house,One_bedrooms,2011,October,Monday,363000.0
2905,452500,house,Three_bedrooms,2011,October,Monday,150833.0
2914,557000,house,Four_bedrooms,2011,October,Monday,139250.0
2906,658000,house,Four_bedrooms,2011,October,Monday,164500.0
2612,850000,house,Three_bedrooms,2011,October,Monday,283333.0
2906,337500,house,Three_bedrooms,2011,October,Tuesday,112500.0
2906,443000,house,Three_bedrooms,2011,October,Tuesday,147667.0
2902,510000,house,Four_bedrooms,2011,October,Tuesday,127500.0
2617,425000,house,Three_bedrooms,2011,October,Wednesday,141667.0
2913,438000,house,Three_bedrooms,2011,October,Wednesday,146000.0
2906,466000,house,Three_bedrooms,2011,October,Wednesday,155333.0
2602,475000,house,Two_bedrooms,2011,October,Wednesday,237500.0
2904,606000,house,Four_bedrooms,2011,October,Wednesday,151500.0
2603,2375000,house,Five_bedrooms,2011,October,Wednesday,475000.0
2903,470000,house,Three_bedrooms,2011,October,Thursday,156667.0
2902,485000,house,Four_bedrooms,2011,October,Thursday,121250.0
2615,515000,house,Four_bedrooms,2011,October,Thursday,128750.0
2600,1270000,house,Four_bedrooms,2011,October,Thursday,317500.0
2906,355000,house,Two_bedrooms,2011,October,Friday,177500.0
2906,405000,house,Three_bedrooms,2011,October,Friday,135000.0
2914,480000,house,Three_bedrooms,2011,October,Saturday,160000.0
2602,735000,house,Three_bedrooms,2011,October,Saturday,245000.0
2602,1005000,house,Four_bedrooms,2011,October,Saturday,251250.0
2615,435000,house,Three_bedrooms,2011,October,Monday,145000.0
2914,455000,house,Three_bedrooms,2011,October,Monday,151667.0
2906,471000,house,Three_bedrooms,2011,October,Monday,157000.0
2605,550000,house,Three_bedrooms,2011,October,Monday,183333.0
2913,501000,house,Four_bedrooms,2011,November,Tuesday,125250.0
2903,595000,house,Four_bedrooms,2011,November,Tuesday,148750.0
2615,472000,house,Four_bedrooms,2011,November,Wednesday,118000.0
2617,480000,house,Four_bedrooms,2011,November,Wednesday,120000.0
2914,515000,house,Four_bedrooms,2011,November,Wednesday,128750.0
2914,582000,house,Three_bedrooms,2011,November,Wednesday,194000.0
2903,585000,house,Four_bedrooms,2011,November,Wednesday,146250.0
2612,720000,house,Four_bedrooms,2011,November,Wednesday,180000.0
2602,740000,house,Three_bedrooms,2011,November,Wednesday,246667.0
2906,470000,house,Four_bedrooms,2011,November,Thursday,117500.0
2615,404500,house,Three_bedrooms,2011,November,Friday,134833.0
2906,413000,house,Three_bedrooms,2011,November,Friday,137667.0
2615,452500,house,Three_bedrooms,2011,November,Friday,150833.0
2905,470000,house,Three_bedrooms,2011,November,Friday,156667.0
2615,482000,house,Three_bedrooms,2011,November,Friday,160667.0
2902,580000,house,Five_bedrooms,2011,November,Friday,116000.0
2602,1100000,house,Four_bedrooms,2011,November,Friday,275000.0
2615,550000,house,Five_bedrooms,2011,November,Saturday,110000.0
2611,625000,house,Four_bedrooms,2011,November,Saturday,156250.0
2607,680000,house,Four_bedrooms,2011,November,Saturday,170000.0
2605,890000,house,Four_bedrooms,2011,November,Saturday,222500.0
2611,571000,house,Five_bedrooms,2011,November,Sunday,114200.0
2905,359000,house,Two_bedrooms,2011,November,Monday,179500.0
2615,369000,house,Two_bedrooms,2011,November,Monday,184500.0
2615,390000,house,Three_bedrooms,2011,November,Monday,130000.0
2615,515000,house,Four_bedrooms,2011,November,Monday,128750.0
2913,520000,house,Four_bedrooms,2011,November,Monday,130000.0
2606,525000,house,Four_bedrooms,2011,November,Monday,131250.0
2905,560000,house,Four_bedrooms,2011,November,Monday,140000.0
2602,563000,house,Three_bedrooms,2011,November,Monday,187667.0
2914,655000,house,Four_bedrooms,2011,November,Monday,163750.0
2600,900000,house,Three_bedrooms,2011,November,Monday,300000.0
2913,359100,house,Three_bedrooms,2011,November,Tuesday,119700.0
2905,460000,house,Three_bedrooms,2011,November,Tuesday,153333.0
2615,462000,house,Four_bedrooms,2011,November,Tuesday,115500.0
2611,475000,house,Three_bedrooms,2011,November,Tuesday,158333.0
2913,592000,house,Three_bedrooms,2011,November,Tuesday,197333.0
2615,605000,house,Four_bedrooms,2011,November,Tuesday,151250.0
2913,425100,house,Four_bedrooms,2011,November,Wednesday,106275.0
2905,645000,house,Four_bedrooms,2011,November,Wednesday,161250.0
2602,665000,house,Three_bedrooms,2011,November,Wednesday,221667.0
2617,908000,house,Five_bedrooms,2011,November,Wednesday,181600.0
2906,970000,house,Five_bedrooms,2011,November,Wednesday,194000.0
2612,1000000,house,Four_bedrooms,2011,November,Wednesday,250000.0
2614,415000,house,Two_bedrooms,2011,November,Thursday,207500.0
2914,465000,house,Three_bedrooms,2011,November,Thursday,155000.0
2904,469000,house,Three_bedrooms,2011,November,Thursday,156333.0
2905,500000,house,Four_bedrooms,2011,November,Thursday,125000.0
2614,501000,house,Four_bedrooms,2011,November,Thursday,125250.0
2603,600600,house,Three_bedrooms,2011,November,Thursday,200200.0
2604,615000,house,Three_bedrooms,2011,November,Thursday,205000.0
2604,648000,house,Three_bedrooms,2011,November,Thursday,216000.0
2603,830000,house,Five_bedrooms,2011,November,Thursday,166000.0
2617,450000,house,Four_bedrooms,2011,November,Friday,112500.0
2903,570000,house,Five_bedrooms,2011,November,Friday,114000.0
2604,590000,house,Four_bedrooms,2011,November,Friday,147500.0
2914,625000,house,Four_bedrooms,2011,November,Friday,156250.0
2912,546000,house,Four_bedrooms,2011,November,Saturday,136500.0
2614,651000,house,Four_bedrooms,2011,November,Saturday,162750.0
2604,975000,house,Four_bedrooms,2011,November,Saturday,243750.0
2913,443000,house,Three_bedrooms,2011,November,Monday,147667.0
2615,451500,house,Three_bedrooms,2011,November,Monday,150500.0
2900,470000,house,Three_bedrooms,2011,November,Monday,156667.0
2914,478000,house,Four_bedrooms,2011,November,Monday,119500.0
2904,485000,house,Four_bedrooms,2011,November,Monday,121250.0
2906,505000,house,Four_bedrooms,2011,November,Monday,126250.0
2615,385000,house,Three_bedrooms,2011,November,Tuesday,128333.0
2615,390000,house,Three_bedrooms,2011,November,Tuesday,130000.0
2615,415000,house,Three_bedrooms,2011,November,Tuesday,138333.0
2611,505000,house,Three_bedrooms,2011,November,Tuesday,168333.0
2614,410000,house,Three_bedrooms,2011,November,Wednesday,136667.0
2906,429000,house,Three_bedrooms,2011,November,Wednesday,143000.0
2617,447000,house,Three_bedrooms,2011,November,Wednesday,149000.0
2904,455000,house,Three_bedrooms,2011,November,Wednesday,151667.0
2914,459970,house,Three_bedrooms,2011,November,Wednesday,153323.0
2914,467000,house,Three_bedrooms,2011,November,Wednesday,155667.0
2602,507500,house,Four_bedrooms,2011,November,Wednesday,126875.0
2904,510000,house,Four_bedrooms,2011,November,Wednesday,127500.0
2604,510000,house,Four_bedrooms,2011,November,Wednesday,127500.0
2914,510000,house,Four_bedrooms,2011,November,Wednesday,127500.0
2603,1350000,house,Five_bedrooms,2011,November,Wednesday,270000.0
2615,385000,house,Three_bedrooms,2011,November,Thursday,128333.0
2914,439000,house,Three_bedrooms,2011,November,Thursday,146333.0
2617,485555,house,Three_bedrooms,2011,November,Thursday,161852.0
2615,540000,house,Four_bedrooms,2011,November,Thursday,135000.0
2913,560000,house,Four_bedrooms,2011,November,Thursday,140000.0
2607,637500,house,Three_bedrooms,2011,November,Thursday,212500.0
2905,655000,house,Four_bedrooms,2011,November,Thursday,163750.0
2611,845000,house,Four_bedrooms,2011,November,Thursday,211250.0
2913,910000,house,Four_bedrooms,2011,November,Thursday,227500.0
2600,1000000,house,Three_bedrooms,2011,November,Thursday,333333.0
2913,409000,house,Three_bedrooms,2011,November,Friday,136333.0
2905,425000,house,Three_bedrooms,2011,November,Friday,141667.0
2617,443000,house,Three_bedrooms,2011,November,Friday,147667.0
2615,455000,house,Four_bedrooms,2011,November,Friday,113750.0
2615,470000,house,Three_bedrooms,2011,November,Friday,156667.0
2913,476000,house,Three_bedrooms,2011,November,Friday,158667.0
2617,550000,house,Four_bedrooms,2011,November,Friday,137500.0
2617,650000,house,Four_bedrooms,2011,November,Friday,162500.0
2614,420000,house,Three_bedrooms,2011,November,Saturday,140000.0
2617,522000,house,Three_bedrooms,2011,November,Saturday,174000.0
2604,562000,house,Three_bedrooms,2011,November,Saturday,187333.0
2602,590000,house,Three_bedrooms,2011,November,Saturday,196667.0
2902,592000,house,Three_bedrooms,2011,November,Saturday,197333.0
2607,877000,house,Five_bedrooms,2011,November,Saturday,175400.0
2905,399000,house,Four_bedrooms,2011,November,Monday,99750.0
2904,495000,house,Three_bedrooms,2011,November,Monday,165000.0
2905,499950,house,Four_bedrooms,2011,November,Monday,124988.0
2602,610000,house,Three_bedrooms,2011,November,Monday,203333.0
2912,702000,house,Four_bedrooms,2011,November,Monday,175500.0
2604,1261000,house,Four_bedrooms,2011,November,Monday,315250.0
2611,380000,house,Three_bedrooms,2011,November,Tuesday,126667.0
2614,447000,house,Three_bedrooms,2011,November,Tuesday,149000.0
2905,491500,house,Four_bedrooms,2011,November,Tuesday,122875.0
2611,519000,house,Three_bedrooms,2011,November,Tuesday,173000.0
2913,530000,house,Three_bedrooms,2011,November,Tuesday,176667.0
2912,760000,house,Four_bedrooms,2011,November,Tuesday,190000.0
2615,415000,house,Three_bedrooms,2011,November,Wednesday,138333.0
2600,2100000,house,Four_bedrooms,2011,November,Wednesday,525000.0
2615,545000,house,Four_bedrooms,2011,November,Thursday,136250.0
2605,550000,house,Three_bedrooms,2011,November,Thursday,183333.0
2914,585000,house,Four_bedrooms,2011,November,Thursday,146250.0
2914,690000,house,Four_bedrooms,2011,November,Thursday,172500.0
2602,1175000,house,Four_bedrooms,2011,November,Thursday,293750.0
2615,380000,house,Three_bedrooms,2011,November,Friday,126667.0
2905,386000,house,Three_bedrooms,2011,November,Friday,128667.0
2615,400000,house,Two_bedrooms,2011,November,Friday,200000.0
2905,445000,house,Three_bedrooms,2011,November,Friday,148333.0
2615,455000,house,Four_bedrooms,2011,November,Friday,113750.0
2906,471500,house,Three_bedrooms,2011,November,Friday,157167.0
2913,520000,house,Four_bedrooms,2011,November,Friday,130000.0
2607,595000,house,Three_bedrooms,2011,November,Friday,198333.0
2914,705000,house,Four_bedrooms,2011,November,Friday,176250.0
2913,833000,house,Four_bedrooms,2011,November,Friday,208250.0
2607,960000,house,Five_bedrooms,2011,November,Friday,192000.0
2615,523000,house,Three_bedrooms,2011,November,Saturday,174333.0
2913,539500,house,Four_bedrooms,2011,November,Saturday,134875.0
2605,780000,house,Five_bedrooms,2011,November,Saturday,156000.0
2602,851982,house,Three_bedrooms,2011,November,Saturday,283994.0
2607,852000,house,Four_bedrooms,2011,November,Saturday,213000.0
2602,903018,house,Three_bedrooms,2011,November,Saturday,301006.0
2906,366000,house,Three_bedrooms,2011,November,Monday,122000.0
2902,435000,house,Three_bedrooms,2011,November,Monday,145000.0
2605,602500,house,Three_bedrooms,2011,November,Monday,200833.0
2611,688000,house,Four_bedrooms,2011,November,Monday,172000.0
2913,940000,house,Five_bedrooms,2011,November,Monday,188000.0
2906,375000,house,Three_bedrooms,2011,November,Tuesday,125000.0
2914,450000,house,Three_bedrooms,2011,November,Tuesday,150000.0
2904,500000,house,Three_bedrooms,2011,November,Tuesday,166667.0
2904,533500,house,Three_bedrooms,2011,November,Tuesday,177833.0
2913,610000,house,Four_bedrooms,2011,November,Tuesday,152500.0
2607,650000,house,Three_bedrooms,2011,November,Tuesday,216667.0
2614,731500,house,Three_bedrooms,2011,November,Tuesday,243833.0
2602,805000,house,Three_bedrooms,2011,November,Tuesday,268333.0
2602,940000,house,Four_bedrooms,2011,November,Tuesday,235000.0
2615,395000,house,Three_bedrooms,2011,November,Wednesday,131667.0
2615,408000,house,Three_bedrooms,2011,November,Wednesday,136000.0
2906,410000,house,Three_bedrooms,2011,November,Wednesday,136667.0
2615,460000,house,Four_bedrooms,2011,November,Wednesday,115000.0
2615,468000,house,Four_bedrooms,2011,November,Wednesday,117000.0
2617,541000,house,Four_bedrooms,2011,November,Wednesday,135250.0
2605,638000,house,Three_bedrooms,2011,November,Wednesday,212667.0
2600,1200000,house,Three_bedrooms,2011,November,Wednesday,400000.0
2615,415000,house,Three_bedrooms,2011,December,Thursday,138333.0
2902,434500,house,Three_bedrooms,2011,December,Thursday,144833.0
2614,453000,house,Three_bedrooms,2011,December,Thursday,151000.0
2615,455000,house,Four_bedrooms,2011,December,Thursday,113750.0
2615,486000,house,Four_bedrooms,2011,December,Thursday,121500.0
2615,630000,house,Five_bedrooms,2011,December,Thursday,126000.0
2906,414000,house,Three_bedrooms,2011,December,Friday,138000.0
2913,480000,house,Four_bedrooms,2011,December,Friday,120000.0
2914,605000,house,Four_bedrooms,2011,December,Friday,151250.0
2602,620000,house,Three_bedrooms,2011,December,Friday,206667.0
2612,1030000,house,Four_bedrooms,2011,December,Friday,257500.0
